"dttma","po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"2025-05-13 17:00:29","6","7","7","7",NA,"7","5","3","6","6","7","7","6","6","7","6","6","6","6","7","7","yes",15,4,2023-07-31,"women",39
"2025-05-06 14:48:48","5","5","5","4","5","7","5","6","6","5","5","6","6",NA,"4","4","3","4","3","2","1","yes",11,3,2025-03-07,"man",45
"2025-05-18 13:10:13","5","5","2","6","1","4","6","6","6","6","3","4","4","6","6","6","5","5","7","5","7","yes",15,3,2024-09-05,"women",62
"2025-05-14 12:07:10","6","5","6","7","5","6","7","7","7","7","4","5","6","5","6","6","7","7","7","7","6","yes",12,3,2024-10-02,"man",40
"2025-05-05 13:22:17",NA,"5","3","6","4","7","6","7","6","6","5","6","6","5","6","3","5","4","4","4","3","yes",7,2,2023-05-20,"women",NA
"2025-05-05 11:00:23","4","6","4","3","5","4","5","5","5","1","4","5","6","6","5","5","5","3","7","6","7","yes",15,2,2024-07-20,"man",37
"2025-05-12 13:59:05","5","5","6","7","7","6","5","5","4","3","5","5","7","3","4","5","4","7","6","4","4","yes",19,5,2024-10-12,"women",58
"2025-05-11 15:54:51","5","7","4","7","5","7","7","6","5","4","4","7","5","5","2","5","5","5","6","7","5","yes",24,6,2023-05-25,"women",40
"2025-05-18 11:36:04","7","5","7","6","5","3","6","6","4","7","7","7","6","7","4","7","6","5","5","4","7","yes",21,3,2024-05-20,"women",35
"2025-05-08 16:34:12","5","5","7","5","6","5","7","6","7","7","7","6","4","5","5","6","7","6","7","7","6","yes",18,4,2023-10-12,"women",35
"2025-05-11 16:14:35","6","6","5","3","4","5","5","3","4","6","5","5","5","4","4","3","4","5","3","6","6","yes",13,4,2024-02-16,"women",40
"2025-05-10 10:09:06",NA,"7","3","6","7","7","7","7","7","6","6","5","7","5","7","7","6","4","5","7","7","yes",17,2,2024-09-06,"women",40
"2025-05-11 13:48:53","7","5","6","7","6","6","7","5","6","6","5","7","7","6","5","5","7","6","6","5","5","no",16,5,2024-04-16,"man",51
"2025-05-09 10:36:14","6","7","6","5","6","6","7","5","7","5","6","5","7","5","7","5","5","7","7","6","7","yes",20,4,2025-02-08,"man",48
"2025-05-07 09:11:16","5","4","5","5","6","6","7","4","5","3","5","6","6","5","6","6","6","5","4","5","5","yes",12,2,2024-06-16,"women",53
"2025-05-08 14:26:57","6","5","5","6","5","7","3","4","4","7","4","4","5","4","7","5","6","6","7","6","5","yes",15,3,2024-01-04,"women",33
"2025-05-17 09:03:38","4","4","6","5","5","7","4","6","7","3","6","6","6","6","4","2","3","4","3","3","1","yes",13,3,2023-11-25,"man",60
"2025-05-11 08:20:44","7","3","4","6","6","5","6","5","4","6","5","7","6","5","7","3","5","5","7","7","6","yes",13,3,2024-05-17,"man",45
"2025-05-10 09:12:16","7","7","6","7","7","6","6","7","6","5",NA,"7","6","6","6","7","4","5","4","4","6","yes",20,4,2025-01-08,"women",31
"2025-05-07 15:54:58","5","7","7","7","7","6","6","6","4","3","7","7","7","7","7","7","7","7","7","6","6","yes",18,5,2023-05-09,"women",39
"2025-05-17 12:07:49","4","4","5","2","6","6","5","7","6","5","6","5","7","5","4","2","4","2","3","4","2","yes",20,4,2024-01-28,"man",60
"2025-05-09 15:17:44","6","6","7","3","5","4","5","1","6","4","4","5","7","5","5","7","6","5","7","7","6","yes",23,6,2024-02-29,"man",52
"2025-05-05 14:41:26","5","3","4","7","6","6","6","3","4","6","6","6","6","7","3","3","3","3",NA,"5","6","yes",4,1,2024-12-18,"man",44
"2025-05-17 12:31:58","7","6","6","6","6","6","6","7","4","5","7","7","7","7","4","3","4","3","7","7","5","yes",25,6,2025-01-06,"women",42
"2025-05-10 13:39:18","2","5","7","6","6","5","5","4","4","4","4","3","5","3","4","2","6","6","5","7","5","yes",14,3,2023-10-20,"man",26
"2025-05-13 08:17:12","5","5","2","3","6","4","4","5","6","4","5","3","6","4","3","6","4","7","6","7","5","yes",8,2,2023-10-11,"women",50
"2025-05-17 13:47:32","5","6","6","5","6","5","6","5","7","2","5","6","4","5","7","6","7","6","6","5","6","no",25,4,2023-11-03,"women",45
"2025-05-16 15:49:47","5","6","5","7","7","7","6","7","6","7","7","6","7","5","6","6","5","7","7","6","7","no",22,4,2024-11-27,"women",28
"2025-05-13 10:02:43","3",NA,"6","6","6","3","4","6","5","4","5","6","6",NA,"7","7","7","6","5","5","6","yes",14,4,2024-01-25,"women",45
"2025-05-09 14:04:05","6","6","4","4","5","5","5","3","4","4","5","3","5","4","5","4","2","5","6","7","7","yes",16,2,2023-05-09,"man",34
"2025-05-05 15:56:25","5","5","5","6","5","5","3","3","2","7","3","2","3","3","6","4","5","5","5","4","4","yes",17,5,2025-03-26,"women",60
"2025-05-13 16:39:52","5","6","5","5","6","3","3","4","3","6","6","5","7","5","3","3","3","3","5","3","5","yes",20,4,2023-11-16,"man",45
"2025-05-07 17:10:25","7","6","7","6","7","6","7","7","6","5","6","5","6","7","5","5","4","4","5","4","4","yes",24,5,2024-06-12,"man",39
"2025-05-11 15:12:59","6","5","3","3","3","4","4","3","1","6","4","2","6","3","4","3","2","4","5","4","6","yes",16,4,2024-02-24,"women",46
"2025-05-16 12:05:46","5","6","2","6","5","5","6","6","6","6","6","6","4",NA,"7","6","7","6","7","6","7","yes",15,3,2025-02-22,"women",34
"2025-05-17 17:16:27","6","7","6","6","7","7","6","7","7","7","4","7","6","6","6","7","6","7","7","6","5","yes",14,3,2025-01-16,"women",50
"2025-05-17 08:22:22","7","7","7","5","6","6","6","6","6","6","7","7","7","7","7","5","6","7","7","7","7","no",21,4,2023-11-18,"women",25
"2025-05-06 09:23:50","7","7","6","6","6","6","6","5","6","6","6","7","7","7","6","4","5","5","6","5","6","yes",19,3,2024-05-05,"women",43
"2025-05-11 15:58:28","4","2","5","4","3","4","4","5","6","5","4","5","5","3","4","4","5","3","5","5","7","yes",6,4,2025-03-11,"man",44
"2025-05-05 15:47:25","7","7","7","6","6","7","6","6","6","7","6","6","7","5","4","6","5","6","6","7","7","no",19,4,2023-09-29,"women",42
"2025-05-15 16:44:08","6","6","7","7","6","5","6","7","5","5","5","6","7","7","6","5","6","6","5","5","4","yes",14,3,2023-05-23,"man",43
"2025-05-10 13:55:26","7","7","6","5","6","7","4","7","5","6","7","7","7","7","7","6","6","7","7","7","6","yes",18,4,2023-07-27,"man",29
"2025-05-11 14:47:33","7","7","5","6","6","6","6","5","5","6","6","3","4","5","6","6","7","5","2","5","5","yes",19,NA,2024-02-29,"man",43
"2025-05-07 12:00:32","5",NA,"5","6","2","5","5","5","4","4","6","7","7","7","2","5","3","4","4","4","3","yes",18,4,2023-06-06,"women",53
"2025-05-13 08:55:13","1","2","1","4","6","4","3","6","3","4","6","4","7","4","6","7","5","6","7","4","5","unsure",3,1,2024-06-26,"women",40
"2025-05-06 11:10:46","6","7","6","5","4","3","5","6","4","6","4","6","6","7","4","5","3","5","2","5","3","yes",24,6,2024-06-16,"women",60
"2025-05-15 09:39:44","4","3","2","5","2","3","5","3","2","4","5","5","4","2","5","4","2","6","4","5","5","yes",13,3,2025-02-02,"women",33
"2025-05-05 10:39:38","3","7","5","7","6","7","4","5","3","6","7","6","6","7","4","7","7","6","5","4","4","yes",11,5,2023-10-25,"women",41
"2025-05-15 11:16:06","4","7","6","1","5","3","6","5","3","5","4","5","6","6","7",NA,"6","5","3","4","2","yes",17,4,2023-10-02,"women",57
"2025-05-06 14:21:35","5","3",NA,"6","6","7","7","7","6","5","6","4","6","2","3","4","4","4","7","7",NA,"yes",6,1,2024-02-21,"man",44
"2025-05-05 09:24:34","7","6","7","6","6","5","6","6","4","6","7","7","7","6","6","4","7","7","7","7","6","yes",14,3,2025-02-01,"man",45
"2025-05-13 10:31:15","7","7","7","5","6","6","5","4","3","2","7","7","6","7",NA,"6","5","5","3","5","4","yes",18,NA,2025-03-15,"man",38
"2025-05-14 08:04:38","7","5","7","5","5","3","5","5","5","3","6","4","5","6","6","4","5","6","6","5","7",NA,18,5,2024-08-01,"women",52
"2025-05-10 14:05:07","7","7","5","6","7","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","no",21,5,2024-07-04,"women",23
"2025-05-06 14:16:13","2","3","5","6","5","5","6","5","3","3","7","3","5","3","5","5","6","2","6","6","6","no",13,2,2024-09-17,"women",26
"2025-05-09 09:59:56","6","7","7","5","4","2","4","5","3","4","5","5","5","5","4","6","6","6","6","6","5",NA,21,4,2023-12-24,"man",54
"2025-05-14 10:46:31","7","7","7","3","4",NA,"6","6","7","6","4","4","6","3","7","7","6","6","6","7","5","no",24,4,2023-07-07,"man",51
"2025-05-15 13:40:42","2","4","6","3","4","4","3","5","4","7","6","4","6","3","4","5","5","4","7","4","7","yes",9,3,2023-07-01,"women",44
"2025-05-13 09:35:54","6","7","7","7","5","7","4","2","2","6","7","7","6","7","7","6","4","5","7","7","6","no",23,7,2025-03-25,"man",40
"2025-05-11 16:04:48","6","5","7","3","5","4","4","4","5","4","5","6","5","5","3","4","4","6","4","4","5","no",13,3,2024-08-18,"man",31
"2025-05-08 12:12:51","7","6","6","7","6","5","7","7","6","6","6","6","6","7","7","5","7","7","6","6","5","yes",14,3,2024-08-03,"man",38
"2025-05-13 10:13:50","6","4","4","7","6","4","5","5","4","4","4","3","6","4","6","6","6","5","7","6","7","no",21,5,2024-02-09,"women",46
"2025-05-10 09:10:28","7","7","7","7","7","6","6","7","7","7","7","7","7","7","7","7","7","7","7","6","7","yes",16,3,2024-08-12,"man",51
"2025-05-15 17:59:12","6","6","5","4","4","7","4","3","4","4","3","5","5","6","6","6","4","5","3","5","3","yes",12,4,2024-04-07,"man",45
"2025-05-18 12:48:03","7","4","7","3","6","6","3","4","4","7","7","7","7","7","7","7","6","7","4","6","4","yes",20,4,2023-05-31,"women",40
"2025-05-06 15:04:39","7","7","5","7","5","3","7","7","7","6","7","7","7","7","7","6","7","6","6","6","7","yes",13,2,2025-01-15,"women",46
"2025-05-08 08:22:44","7","6","7","6","5","6","4","3","5","6","7","4","6","6","6","7","6","7","7","4","7","yes",24,5,2025-03-14,"women",53
"2025-05-05 10:51:07","5","1","5","6","6","7","3","3","6","5","7","7","6","7","3","4","5","5","4","5","4","no",6,1,2023-10-26,"man",56
"2025-05-15 08:15:47","4","5","6","4","4","3","6","7","6","3","7","6","6","3","7","7","7","7","6","6","7","yes",19,4,2024-08-16,"women",49
"2025-05-09 14:55:33","5","5","6","4","4","4","5","3","5","5","2","6","4","4","5","3","5","4","6","5","4","yes",17,4,2023-09-23,"women",37
"2025-05-14 10:32:29","5","3","4","6","5","7","5","6","4","6","7","3","4","6","3","4","5","6","3","7","6","yes",19,3,2025-01-09,"man",38
"2025-05-10 14:38:49","7","7","7","7","4","6","6","6","6","6","6","3","5","5","6","5","4","4","6","4","6","no",24,3,2025-04-19,"man",36
"2025-05-15 14:40:59","5","5","5","7","7","6","4","4","4","5","6","5","6","6","6","4","7","6","5","7","7","yes",16,4,2023-08-12,"women",43
"2025-05-05 12:32:28","5",NA,"7","7","6","7","4","7","6","6","4","3","4","3","6","6","6","6","5","4","5","yes",19,5,2024-12-14,"women",48
"2025-05-18 17:46:04","4","5","6","6","4","2","6","5","6","6","4","5","7","7","6","7","5","6","6","5","6","no",NA,1,2024-02-07,"women",22
"2025-05-11 10:43:44","5","6","5","6","6","7","2","3","2","7","7","6","6","6","5",NA,"4","6","7","7","6","yes",11,5,2024-08-02,"women",43
"2025-05-16 08:43:38","7","6","7","7","6","6","7","7","7","6","6","4","6","4","6","7","6","7","6","7","7","yes",21,5,2024-08-04,"man",38
"2025-05-14 15:58:47","3","5","5","5","6","6","5","4","2","2","4","4","2","4","6","5","7","7",NA,"6","4","yes",7,2,2024-08-15,"man",20
"2025-05-14 14:20:18","7","6","7","6","5","5","7","7","7","7","6","7","7","7","7","7","6","7","7","7","7","yes",15,4,2025-04-30,"man",28
"2025-05-09 10:12:34","6","6","7","6","7","6","6","4","7","4","6","5","7","6","5","5","6","5","5","6","5","no",15,3,2024-09-08,"women",37
"2025-05-15 15:25:03","4","4","6","6","7","7","7","7","7","3","5","6","7","6","6","7",NA,"5","7","5","7","yes",17,5,2024-07-16,"women",45
